ticker,title,content,published_date,source,sentiment_score
MA,Mastercard Shares Gain 3.9% on Strong Jobs Data,Mastercard (MA) shares gained 3.9% following strong jobs data. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-17,Seeking Alpha,0.51
AXP,Oppenheimer Reduces American Express Price Target to $66,"Oppenheimer analyst reduces American Express (AXP) price target to $66, citing competitive pressures. The firm maintains a Sell rating on the stock.",2024-06-17,Bloomberg,-0.13
JNJ,Johnson & Johnson Shares Gain 3.0% on Inflation Cooling Faster Than Expected,Johnson & Johnson (JNJ) shares gained 3.0% following inflation cooling faster than expected. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-17,Business Insider,0.23
LLY,Eli Lilly Shares Climb 2.0% on Earnings Season Surprises To Upside,Eli Lilly (LLY) shares climbed 2.0% following earnings season surprises to upside. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-17,Reuters,0.53
GILD,Citigroup Raises Gilead Sciences Price Target to $117,"Citigroup analyst raises Gilead Sciences (GILD) price target to $117, citing market share gains. The firm maintains a Buy rating on the stock.",2024-06-17,BBC Business,0.51
COP,ConocoPhillips Positioned to Benefit from Lng Demand Growth,Analysts see ConocoPhillips (COP) as well-positioned to benefit from LNG demand growth. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2024-06-17,Business Insider,0.48
OXY,"Occidental Petroleum Launches Lng Facility Expansion, Shares Rise","Occidental Petroleum unveiled its new LNG facility expansion at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Occidental Petroleum's strategic growth priorities.",2024-06-17,Yahoo Finance,0.44
WMT,Walmart Faces Challenges from Supply Chain Normalization,Walmart (WMT) faces headwinds from supply chain normalization. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-06-17,Benzinga,-0.28
WMT,Credit Suisse Increases Walmart Price Target to $316,"Credit Suisse analyst increases Walmart (WMT) price target to $316, citing AI tailwinds. The firm maintains a Buy rating on the stock.",2024-06-17,Benzinga,0.46
WMT,"Walmart Raises Dividend by 23%, Announces $8B Buyback",Walmart increased its quarterly dividend by 23% and authorized a $8 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-06-17,AP News,0.65
COST,Barclays Reduces Costco Price Target to $171,"Barclays analyst reduces Costco (COST) price target to $171, citing competitive pressures. The firm maintains a Hold rating on the stock.",2024-06-17,TipRanks,-0.13
HD,"Home Depot Reports Q2 Revenue of $69.9B, Beating Expectations","Home Depot announced Q2 2024 revenue of $69.9 billion, surpassing analyst estimates. The company reported earnings per share of $14.15, above consensus. Management raised full-year guidance citing strong demand.",2024-06-17,Zacks,0.3
CAT,"Caterpillar Reports Q2 Revenue of $115.3B, Beating Expectations","Caterpillar announced Q2 2024 revenue of $115.3 billion, surpassing analyst estimates. The company reported earnings per share of $14.83, above consensus. Management raised full-year guidance citing strong demand.",2024-06-17,AP News,0.3
CAT,Caterpillar Shares Climb 3.9% on Fed Signals Rate Pause,Caterpillar (CAT) shares climbed 3.9% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-17,Bloomberg,0.26
NVDA,Nvidia Shares Surge 2.3% on Inflation Cooling Faster Than Expected,Nvidia (NVDA) shares surgeed 2.3% following inflation cooling faster than expected. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-18,AP News,0.58
COIN,Coinbase Faces Challenges from Digital Transformation,Coinbase (COIN) faces headwinds from digital transformation. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-06-18,TechCrunch,-0.19
MS,"Morgan Stanley Reports Q2 Revenue of $30.6B, Beating Expectations","Morgan Stanley announced Q2 2024 revenue of $30.6 billion, surpassing analyst estimates. The company reported earnings per share of $13.29, above consensus. Management raised full-year guidance citing strong demand.",2024-06-18,Wall Street Journal,0.33
BMY,"Bristol-Myers Squibb Raises Dividend by 18%, Announces $31B Buyback",Bristol-Myers Squibb increased its quarterly dividend by 18% and authorized a $31 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-06-18,BBC Business,0.5
WMT,"Walmart Raises Dividend by 3%, Announces $9B Buyback",Walmart increased its quarterly dividend by 3% and authorized a $9 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-06-18,Wall Street Journal,0.48
GOOGL,Alphabet Board Approves New Strategic Plan,"Alphabet's board of directors approved a three-year strategic plan focusing on core business growth, margin improvement, and capital returns to shareholders.",2024-06-19,Financial Times,0.58
TSLA,"Tesla Reports Q2 Revenue of $58.1B, Beating Expectations","Tesla announced Q2 2024 revenue of $58.1 billion, surpassing analyst estimates. The company reported earnings per share of $9.8, above consensus. Management raised full-year guidance citing strong demand.",2024-06-19,MarketWatch,0.76
GS,"Goldman Sachs Reports Q2 Revenue of $37.5B, Beating Expectations","Goldman Sachs announced Q2 2024 revenue of $37.5 billion, surpassing analyst estimates. The company reported earnings per share of $13.31, above consensus. Management raised full-year guidance citing strong demand.",2024-06-19,Investor's Business Daily,0.65
LLY,Eli Lilly Shares Rally 2.5% on Institutional Investors Increase Equity Allocation,Eli Lilly (LLY) shares rallyed 2.5% following institutional investors increase equity allocation. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-19,MarketWatch,0.17
LLY,"Eli Lilly Raises Dividend by 23%, Announces $16B Buyback",Eli Lilly increased its quarterly dividend by 23% and authorized a $16 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-06-19,Wall Street Journal,0.65
GE,"GE Aerospace Q2 Earnings Miss Estimates, Revenue Falls Short","GE Aerospace reported Q2 2024 revenue of $54.4 billion, missing analyst expectations. Earnings per share came in at $7.6, below consensus. Management cited macroeconomic headwinds and cautious consumer spending.",2024-06-19,The Motley Fool,-0.31
CRM,Salesforce Announces Organizational Restructuring,Salesforce revealed plans to reorganize its business units to improve efficiency and accelerate growth. The restructuring will affect multiple divisions and is expected to generate cost savings.,2024-06-20,TipRanks,-0.28
NFLX,Needham Raises Netflix Price Target to $497,"Needham analyst raises Netflix (NFLX) price target to $497, citing strong growth outlook. The firm maintains a Buy rating on the stock.",2024-06-20,TheStreet,0.55
BRK-B,Berkshire Hathaway Shares Climb 3.6% on Earnings Season Surprises To Upside,Berkshire Hathaway (BRK-B) shares climbed 3.6% following earnings season surprises to upside. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-20,BBC Business,0.44
MRK,"Merck Reports Q2 Revenue of $91.5B, Beating Expectations","Merck announced Q2 2024 revenue of $91.5 billion, surpassing analyst estimates. The company reported earnings per share of $7.33, above consensus. Management raised full-year guidance citing strong demand.",2024-06-20,Investor's Business Daily,0.32
XOM,"ExxonMobil Reports Q2 Revenue of $106.6B, Beating Expectations","ExxonMobil announced Q2 2024 revenue of $106.6 billion, surpassing analyst estimates. The company reported earnings per share of $2.43, above consensus. Management raised full-year guidance citing strong demand.",2024-06-20,Wall Street Journal,0.63
CAT,Oppenheimer Reduces Caterpillar Price Target to $222,"Oppenheimer analyst reduces Caterpillar (CAT) price target to $222, citing valuation concerns. The firm maintains a Hold rating on the stock.",2024-06-20,The Motley Fool,-0.13
ADBE,Adobe Faces Challenges from Semiconductor Demand,Adobe (ADBE) faces headwinds from semiconductor demand. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-06-21,AP News,-0.13
MS,"Morgan Stanley Launches Mobile Banking Update, Shares Rise","Morgan Stanley unveiled its new mobile banking update at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Morgan Stanley's strategic growth priorities.",2024-06-21,BBC Business,0.72
MS,Morgan Stanley Shares Rally 4.2% on Earnings Season Surprises To Upside,Morgan Stanley (MS) shares rallyed 4.2% following earnings season surprises to upside. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-21,Barron's,0.7
V,"Visa Raises Dividend by 16%, Announces $48B Buyback",Visa increased its quarterly dividend by 16% and authorized a $48 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-06-21,The Motley Fool,0.47
JNJ,Johnson & Johnson Board Approves New Strategic Plan,"Johnson & Johnson's board of directors approved a three-year strategic plan focusing on core business growth, margin improvement, and capital returns to shareholders.",2024-06-21,Seeking Alpha,0.26
CVX,Chevron Positioned to Benefit from Opec Production Decisions,Analysts see Chevron (CVX) as well-positioned to benefit from OPEC production decisions. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2024-06-21,Bloomberg,0.15
SLB,SLB Shares Surge 4.4% on Institutional Investors Increase Equity Allocation,SLB (SLB) shares surgeed 4.4% following institutional investors increase equity allocation. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-21,TheStreet,0.69
UPS,UPS Announces Organizational Restructuring,UPS revealed plans to reorganize its business units to improve efficiency and accelerate growth. The restructuring will affect multiple divisions and is expected to generate cost savings.,2024-06-21,BBC Business,0.18
GOOGL,UBS Raises Alphabet Price Target to $409,"UBS analyst raises Alphabet (GOOGL) price target to $409, citing margin expansion. The firm maintains a Overweight rating on the stock.",2024-06-24,The Motley Fool,0.42
TSLA,Tesla Shares Gain 3.7% on Fed Signals Rate Pause,Tesla (TSLA) shares gained 3.7% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-24,CNBC,0.71
CRM,Jefferies Lowers Salesforce Price Target to $81,"Jefferies analyst lowers Salesforce (CRM) price target to $81, citing valuation concerns. The firm maintains a Sell rating on the stock.",2024-06-24,TipRanks,-0.34
CRM,"Salesforce Raises Dividend by 4%, Announces $11B Buyback",Salesforce increased its quarterly dividend by 4% and authorized a $11 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-06-24,Yahoo Finance,0.51
PYPL,PayPal Positioned to Benefit from Cybersecurity Spending,Analysts see PayPal (PYPL) as well-positioned to benefit from cybersecurity spending. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2024-06-24,Yahoo Finance,0.57
SHOP,Shopify Shares Rally 2.5% on M&A Activity Picks Up,Shopify (SHOP) shares rallyed 2.5% following M&A activity picks up. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-24,TheStreet,0.43
PLTR,Palantir Shares Gain 3.2% on Fed Signals Rate Pause,Palantir (PLTR) shares gained 3.2% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-24,The Motley Fool,0.69
BAC,Bank of America Reaches $1918M Settlement with EU Commission,Bank of America agreed to pay $1918 million to settle regulatory charges brought by the EU Commission. The company neither admitted nor denied the allegations.,2024-06-24,Seeking Alpha,-0.28
GS,Goldman Sachs Reaches $1641M Settlement with Federal Reserve,Goldman Sachs agreed to pay $1641 million to settle regulatory charges brought by the Federal Reserve. The company neither admitted nor denied the allegations.,2024-06-24,TipRanks,-0.26
BRK-B,Berkshire Hathaway Faces Challenges from Capital Markets Activity,Berkshire Hathaway (BRK-B) faces headwinds from capital markets activity. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-06-24,AP News,-0.27
C,"Citigroup Reports Q2 Revenue of $37.5B, Beating Expectations","Citigroup announced Q2 2024 revenue of $37.5 billion, surpassing analyst estimates. The company reported earnings per share of $11.76, above consensus. Management raised full-year guidance citing strong demand.",2024-06-24,BBC Business,0.53
AXP,American Express Shares Rally 4.8% on Consumer Spending Surges,American Express (AXP) shares rallyed 4.8% following consumer spending surges. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-24,BBC Business,0.39
MRK,JPMorgan Raises Merck Price Target to $193,"JPMorgan analyst raises Merck (MRK) price target to $193, citing AI tailwinds. The firm maintains a Overweight rating on the stock.",2024-06-24,CNBC,0.55
BMY,"Bristol-Myers Squibb Reports Q2 Revenue of $18.6B, Beating Expectations","Bristol-Myers Squibb announced Q2 2024 revenue of $18.6 billion, surpassing analyst estimates. The company reported earnings per share of $12.29, above consensus. Management raised full-year guidance citing strong demand.",2024-06-24,Reuters,0.64
XOM,ExxonMobil Shares Surge 2.2% on Consumer Spending Surges,ExxonMobil (XOM) shares surgeed 2.2% following consumer spending surges. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-24,Wall Street Journal,0.46
OXY,Occidental Petroleum CFO Announces Retirement,Occidental Petroleum's Chief Financial Officer announced plans to retire after serving the company for several years. A search for a successor is underway.,2024-06-24,Zacks,0.04
MCD,"McDonald's Launches Store Format Redesign, Shares Jump","McDonald's unveiled its new store format redesign at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with McDonald's's strategic growth priorities.",2024-06-24,The Motley Fool,0.35
MCD,McDonald's Delivery Service Upgrade Launch Receives Mixed Reviews,"McDonald's's new delivery service upgrade received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2024-06-24,Barron's,-0.37
DIS,Disney Faces Challenges from Inflation Impact,Disney (DIS) faces headwinds from inflation impact. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-06-24,Financial Times,-0.41
UPS,UPS Shares Surge 4.3% on Market Breadth Improves,UPS (UPS) shares surgeed 4.3% following market breadth improves. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-24,CNBC,0.29
PLTR,"Palantir Reports Q2 Revenue of $107.1B, Beating Expectations","Palantir announced Q2 2024 revenue of $107.1 billion, surpassing analyst estimates. The company reported earnings per share of $10.4, above consensus. Management raised full-year guidance citing strong demand.",2024-06-25,MarketWatch,0.41
OXY,Occidental Petroleum Renewable Energy Investment Launch Receives Mixed Reviews,"Occidental Petroleum's new renewable energy investment received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2024-06-25,BBC Business,-0.4
COST,Costco Shares Climb 4.2% on Fed Signals Rate Pause,Costco (COST) shares climbed 4.2% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-25,BBC Business,0.24
AAPL,Apple Shares Gain 2.0% on Gdp Growth Beats Expectations,Apple (AAPL) shares gained 2.0% following GDP growth beats expectations. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-26,Reuters,0.4
GOOGL,Wells Fargo Raises Alphabet Price Target to $101,"Wells Fargo analyst raises Alphabet (GOOGL) price target to $101, citing strong growth outlook. The firm maintains a Buy rating on the stock.",2024-06-26,Business Insider,0.41
GOOGL,Piper Sandler Lowers Alphabet Price Target to $282,"Piper Sandler analyst lowers Alphabet (GOOGL) price target to $282, citing competitive pressures. The firm maintains a Neutral rating on the stock.",2024-06-26,Investor's Business Daily,-0.55
AMD,AMD CFO Announces Retirement,AMD's Chief Financial Officer announced plans to retire after serving the company for several years. A search for a successor is underway.,2024-06-26,CNBC,-0.24
V,Goldman Sachs Boosts Visa Price Target to $455,"Goldman Sachs analyst boosts Visa (V) price target to $455, citing AI tailwinds. The firm maintains a Overweight rating on the stock.",2024-06-26,TheStreet,0.49
GE,"GE Aerospace Reports Q2 Revenue of $118.8B, Beating Expectations","GE Aerospace announced Q2 2024 revenue of $118.8 billion, surpassing analyst estimates. The company reported earnings per share of $5.84, above consensus. Management raised full-year guidance citing strong demand.",2024-06-26,Reuters,0.68
UPS,Cowen Increases UPS Price Target to $101,"Cowen analyst increases UPS (UPS) price target to $101, citing AI tailwinds. The firm maintains a Buy rating on the stock.",2024-06-26,Reuters,0.23
SQ,Block Shares Rally 4.4% on Gdp Growth Beats Expectations,Block (SQ) shares rallyed 4.4% following GDP growth beats expectations. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-27,Barron's,0.63
GS,Goldman Sachs Announces Organizational Restructuring,Goldman Sachs revealed plans to reorganize its business units to improve efficiency and accelerate growth. The restructuring will affect multiple divisions and is expected to generate cost savings.,2024-06-27,Investor's Business Daily,-0.16
COP,ConocoPhillips Refinery Upgrade Launch Receives Mixed Reviews,"ConocoPhillips's new refinery upgrade received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2024-06-27,TheStreet,-0.3
WMT,Walmart Shares Surge 3.2% on Institutional Investors Increase Equity Allocation,Walmart (WMT) shares surgeed 3.2% following institutional investors increase equity allocation. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-27,Seeking Alpha,0.29
BA,Boeing Shares Rally 5.0% on Global Trade Optimism,Boeing (BA) shares rallyed 5.0% following global trade optimism. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-06-27,Zacks,0.19
GE,"GE Aerospace Reports Q2 Revenue of $93.3B, Beating Expectations","GE Aerospace announced Q2 2024 revenue of $93.3 billion, surpassing analyst estimates. The company reported earnings per share of $1.2, above consensus. Management raised full-year guidance citing strong demand.",2024-06-27,Financial Times,0.48
UPS,UPS Reaches $1518M Settlement with DOJ,UPS agreed to pay $1518 million to settle regulatory charges brought by the DOJ. The company neither admitted nor denied the allegations.,2024-06-27,CNBC,-0.35
CRM,Bank of America Reduces Salesforce Price Target to $367,"Bank of America analyst reduces Salesforce (CRM) price target to $367, citing slowing growth. The firm maintains a Sell rating on the stock.",2024-06-28,BBC Business,-0.43
CRM,Salesforce Cuts Workforce by 4%,Salesforce announced layoffs affecting thousands of employees as part of a cost reduction program. The company cited the need to adapt to changing market conditions.,2024-06-28,The Motley Fool,-0.29
ABNB,Airbnb Faces Challenges from Ai Revolution,Airbnb (ABNB) faces headwinds from AI revolution. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-06-28,Forbes,-0.34
MS,Needham Raises Morgan Stanley Price Target to $451,"Needham analyst raises Morgan Stanley (MS) price target to $451, citing AI tailwinds. The firm maintains a Outperform rating on the stock.",2024-06-28,AP News,0.48
BRK-B,Morgan Stanley Raises Berkshire Hathaway Price Target to $65,"Morgan Stanley analyst raises Berkshire Hathaway (BRK-B) price target to $65, citing market share gains. The firm maintains a Outperform rating on the stock.",2024-06-28,Barron's,0.57
C,Morgan Stanley Boosts Citigroup Price Target to $123,"Morgan Stanley analyst boosts Citigroup (C) price target to $123, citing improving fundamentals. The firm maintains a Buy rating on the stock.",2024-06-28,TheStreet,0.49
BA,Boeing Positioned to Benefit from Infrastructure Investment,Analysts see Boeing (BA) as well-positioned to benefit from infrastructure investment. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2024-06-28,BBC Business,0.32
LMT,Lockheed Martin Defense Contract Deliverable Launch Receives Mixed Reviews,"Lockheed Martin's new defense contract deliverable received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2024-06-28,Business Insider,-0.47
NVDA,Raymond James Boosts Nvidia Price Target to $454,"Raymond James analyst boosts Nvidia (NVDA) price target to $454, citing market share gains. The firm maintains a Outperform rating on the stock.",2024-07-01,Zacks,0.67
META,Meta Platforms Faces Challenges from Semiconductor Demand,Meta Platforms (META) faces headwinds from semiconductor demand. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-07-01,MarketWatch,-0.23
TSLA,Jefferies Boosts Tesla Price Target to $461,"Jefferies analyst boosts Tesla (TSLA) price target to $461, citing accelerating revenue growth. The firm maintains a Buy rating on the stock.",2024-07-01,Barron's,0.22
TSLA,"Tesla Reports Q3 Revenue of $48.0B, Beating Expectations","Tesla announced Q3 2024 revenue of $48.0 billion, surpassing analyst estimates. The company reported earnings per share of $6.49, above consensus. Management raised full-year guidance citing strong demand.",2024-07-01,Reuters,0.44
TSLA,Wedbush Cuts Tesla Price Target to $124,"Wedbush analyst cuts Tesla (TSLA) price target to $124, citing slowing growth. The firm maintains a Neutral rating on the stock.",2024-07-01,CNBC,-0.45
PYPL,JPMorgan Raises PayPal Price Target to $209,"JPMorgan analyst raises PayPal (PYPL) price target to $209, citing margin expansion. The firm maintains a Overweight rating on the stock.",2024-07-01,Reuters,0.34
UBER,Uber Shares Climb 5.2% on Inflation Cooling Faster Than Expected,Uber (UBER) shares climbed 5.2% following inflation cooling faster than expected. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-01,The Motley Fool,0.33
ABNB,Jefferies Raises Airbnb Price Target to $457,"Jefferies analyst raises Airbnb (ABNB) price target to $457, citing market share gains. The firm maintains a Buy rating on the stock.",2024-07-01,Reuters,0.67
ABNB,Airbnb Faces Investigation by FTC,"The FTC opened an investigation into Airbnb's business practices, focusing on potential regulatory violations. Airbnb said it would cooperate fully with the inquiry.",2024-07-01,Financial Times,-0.64
V,Visa Reaches $1744M Settlement with DOJ,Visa agreed to pay $1744 million to settle regulatory charges brought by the DOJ. The company neither admitted nor denied the allegations.,2024-07-01,Benzinga,-0.14
TMO,"Thermo Fisher Launches Gene Therapy, Shares Rise","Thermo Fisher unveiled its new gene therapy at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Thermo Fisher's strategic growth priorities.",2024-07-01,Barron's,0.67
MRK,Merck Reaches $164M Settlement with CFTC,Merck agreed to pay $164 million to settle regulatory charges brought by the CFTC. The company neither admitted nor denied the allegations.,2024-07-01,Yahoo Finance,-0.4
BMY,Bristol-Myers Squibb Shares Surge 1.1% on Fed Signals Rate Pause,Bristol-Myers Squibb (BMY) shares surgeed 1.1% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-01,Forbes,0.64
XOM,ExxonMobil Faces Challenges from Lng Demand Growth,ExxonMobil (XOM) faces headwinds from LNG demand growth. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-07-01,Yahoo Finance,-0.19
SLB,SLB Shares Rally 2.6% on Global Trade Optimism,SLB (SLB) shares rallyed 2.6% following global trade optimism. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-01,Yahoo Finance,0.39
DIS,Disney Shares Rally 2.7% on Consumer Spending Surges,Disney (DIS) shares rallyed 2.7% following consumer spending surges. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-01,Forbes,0.55
CAT,Stifel Raises Caterpillar Price Target to $106,"Stifel analyst raises Caterpillar (CAT) price target to $106, citing margin expansion. The firm maintains a Outperform rating on the stock.",2024-07-01,BBC Business,0.63
SNOW,Snowflake Shares Surge 5.4% on Strong Jobs Data,Snowflake (SNOW) shares surgeed 5.4% following strong jobs data. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-02,TheStreet,0.65
SNOW,Snowflake Shares Rally 1.5% on Fed Signals Rate Pause,Snowflake (SNOW) shares rallyed 1.5% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-02,Business Insider,0.43
V,Citigroup Increases Visa Price Target to $327,"Citigroup analyst increases Visa (V) price target to $327, citing strategic positioning. The firm maintains a Outperform rating on the stock.",2024-07-02,TipRanks,0.2
C,Jefferies Boosts Citigroup Price Target to $232,"Jefferies analyst boosts Citigroup (C) price target to $232, citing AI tailwinds. The firm maintains a Overweight rating on the stock.",2024-07-02,Bloomberg,0.58
LLY,KeyBanc Increases Eli Lilly Price Target to $470,"KeyBanc analyst increases Eli Lilly (LLY) price target to $470, citing accelerating revenue growth. The firm maintains a Overweight rating on the stock.",2024-07-02,Seeking Alpha,0.45
XOM,Cowen Raises ExxonMobil Price Target to $428,"Cowen analyst raises ExxonMobil (XOM) price target to $428, citing AI tailwinds. The firm maintains a Buy rating on the stock.",2024-07-02,TipRanks,0.23
XOM,ExxonMobil Shares Rally 5.4% on Market Breadth Improves,ExxonMobil (XOM) shares rallyed 5.4% following market breadth improves. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-02,Barron's,0.68
WMT,Walmart Positioned to Benefit from Brand Loyalty Shifts,Analysts see Walmart (WMT) as well-positioned to benefit from brand loyalty shifts. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2024-07-02,Seeking Alpha,0.51
AMD,"AMD Raises Dividend by 16%, Announces $19B Buyback",AMD increased its quarterly dividend by 16% and authorized a $19 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-07-03,The Motley Fool,0.76
ABNB,UBS Increases Airbnb Price Target to $58,"UBS analyst increases Airbnb (ABNB) price target to $58, citing market share gains. The firm maintains a Outperform rating on the stock.",2024-07-03,Investor's Business Daily,0.57
MS,Morgan Stanley Faces Challenges from Interest Rate Environment,Morgan Stanley (MS) faces headwinds from interest rate environment. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-07-03,Investor's Business Daily,-0.19
MRNA,Moderna Faces Investigation by FTC,"The FTC opened an investigation into Moderna's business practices, focusing on potential regulatory violations. Moderna said it would cooperate fully with the inquiry.",2024-07-03,Wall Street Journal,-0.33
OXY,Piper Sandler Raises Occidental Petroleum Price Target to $210,"Piper Sandler analyst raises Occidental Petroleum (OXY) price target to $210, citing strong growth outlook. The firm maintains a Overweight rating on the stock.",2024-07-03,Forbes,0.43
MCD,"McDonald's Reports Q3 Revenue of $89.9B, Beating Expectations","McDonald's announced Q3 2024 revenue of $89.9 billion, surpassing analyst estimates. The company reported earnings per share of $12.03, above consensus. Management raised full-year guidance citing strong demand.",2024-07-03,Benzinga,0.47
SNOW,Snowflake Shares Rally 2.2% on Consumer Spending Surges,Snowflake (SNOW) shares rallyed 2.2% following consumer spending surges. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-04,Yahoo Finance,0.25
AAPL,"Apple Reports Q3 Revenue of $115.7B, Beating Expectations","Apple announced Q3 2024 revenue of $115.7 billion, surpassing analyst estimates. The company reported earnings per share of $2.54, above consensus. Management raised full-year guidance citing strong demand.",2024-07-05,Benzinga,0.77
AMZN,Citigroup Cuts Amazon Price Target to $111,"Citigroup analyst cuts Amazon (AMZN) price target to $111, citing execution risks. The firm maintains a Neutral rating on the stock.",2024-07-05,AP News,-0.59
META,Meta Platforms Shares Climb 1.6% on Gdp Growth Beats Expectations,Meta Platforms (META) shares climbed 1.6% following GDP growth beats expectations. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-05,Yahoo Finance,0.47
SQ,Block Board Approves New Strategic Plan,"Block's board of directors approved a three-year strategic plan focusing on core business growth, margin improvement, and capital returns to shareholders.",2024-07-05,Yahoo Finance,0.37
SQ,Goldman Sachs Boosts Block Price Target to $77,"Goldman Sachs analyst boosts Block (SQ) price target to $77, citing improving fundamentals. The firm maintains a Overweight rating on the stock.",2024-07-05,Barron's,0.24
COIN,"Coinbase Reports Q3 Revenue of $100.7B, Beating Expectations","Coinbase announced Q3 2024 revenue of $100.7 billion, surpassing analyst estimates. The company reported earnings per share of $13.82, above consensus. Management raised full-year guidance citing strong demand.",2024-07-05,The Motley Fool,0.57
MA,Mastercard Shares Climb 3.9% on Gdp Growth Beats Expectations,Mastercard (MA) shares climbed 3.9% following GDP growth beats expectations. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-05,Yahoo Finance,0.48
JNJ,Johnson & Johnson Positioned to Benefit from Patent Cliffs,Analysts see Johnson & Johnson (JNJ) as well-positioned to benefit from patent cliffs. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2024-07-05,AP News,0.36
CAT,Wedbush Boosts Caterpillar Price Target to $246,"Wedbush analyst boosts Caterpillar (CAT) price target to $246, citing accelerating revenue growth. The firm maintains a Outperform rating on the stock.",2024-07-05,Benzinga,0.47
TSLA,Tesla Shares Rally 5.1% on Strong Jobs Data,Tesla (TSLA) shares rallyed 5.1% following strong jobs data. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-08,Reuters,0.45
